City_Code|city|state_name|county_name
25878|Huetter|Idaho|Kootenai
25879|Argonne|Wisconsin|Forest
2588|St. Michael|Minnesota|Wright
25880|Marne|Iowa|Cass
25881|Love Valley|North Carolina|Iredell
25882|Gerty|Oklahoma|Hughes
25883|Jansen|Nebraska|Jefferson
25884|Fidelity|Illinois|Jersey
25885|New Woodville|Oklahoma|Marshall
25886|St. Onge|South Dakota|Lawrence
25887|Bethel|Missouri|Shelby
25888|Rye|Arkansas|Cleveland
25889|Wilson City|Missouri|Mississippi
2589|Maumelle|Arkansas|Pulaski
25890|Isabella|Oklahoma|Major
25891|Scottsburg|New York|Livingston
25892|Talmage|Kansas|Dickinson
25893|Bridgeville|New Jersey|Warren
25894|Eagle River|Michigan|Keweenaw
25895|Liberty|Kansas|Montgomery
25896|Monmouth|California|Fresno
25897|Harmon|Illinois|Lee
25898|Rose Farm|Ohio|Morgan
25899|Parksville|South Carolina|McCormick
259|Oceanside|California|San Diego
2590|Niles|Ohio|Trumbull
25900|Cal-Nev-Ari|Nevada|Clark
25901|Junction|Illinois|Gallatin
25902|Foxhome|Minnesota|Wilkin
25903|Lake Henry|Minnesota|Stearns
25904|Galloway|West Virginia|Barbour
25905|East Verde Estates|Arizona|Gila
25906|Orrtanna|Pennsylvania|Adams
25907|Pie Town|New Mexico|Catron
25908|Barneston|Nebraska|Gage
25909|Foster|Missouri|Bates
2591|Iselin|New Jersey|Middlesex
25910|Sycamore|Oklahoma|Delaware
25911|Seven Springs|North Carolina|Wayne
25912|Lynnville|Illinois|Morgan
25913|Chickamaw Beach|Minnesota|Cass
25914|Roderfield|West Virginia|McDowell
25915|Bell Center|Wisconsin|Crawford
25916|Woodruff|Arizona|Navajo
25917|Sulphur Springs|Ohio|Crawford
25918|Scottville|Illinois|Macoupin
25919|Floyd|New Mexico|Roosevelt
2592|Menomonie|Wisconsin|Dunn
25920|Terlingua|Texas|Brewster
25921|Westwood|Iowa|Henry
25922|Memphis|Nebraska|Saunders
25923|Harper|Iowa|Keokuk
25924|Melstone|Montana|Musselshell
25925|Ware Place|South Carolina|Greenville
25926|Federal Dam|Minnesota|Cass
25927|Highland Beach|Maryland|Anne Arundel
25928|Macon|North Carolina|Warren
25929|Ridgeville|Alabama|Etowah
2593|Trenton|Michigan|Wayne
25930|Stanley|Louisiana|De Soto
25931|Orme|Tennessee|Marion
25932|Donegal|Pennsylvania|Westmoreland
25933|Buchanan|North Dakota|Stutsman
25934|Kirby|Ohio|Wyandot
25935|St. Charles|Virginia|Lee
25936|Brayton|Iowa|Audubon
25937|Birney|Montana|Rosebud
25938|Rutledge|Missouri|Scotland
25939|Biscay|Minnesota|McLeod
2594|Rutland|Vermont|Rutland
25940|Benjamin Perez|Texas|Starr
25941|Taylor|Wyoming|Lincoln
25942|Daisy|Arkansas|Pike
25943|Fairford|Alabama|Washington
25944|Bon Air|Alabama|Talladega
25945|Hartsburg|Missouri|Boone
25946|Crisman|Colorado|Boulder
25947|Tullahassee|Oklahoma|Wagoner
25948|Melvina|Wisconsin|Monroe
25949|Vernon|California|Los Angeles
2595|Imperial|California|Imperial
25950|Egypt|Arkansas|Craighead
25951|Waverly|Washington|Spokane
25952|Lanesboro|Iowa|Carroll
25953|Belden|Nebraska|Cedar
25954|Port Heiden|Alaska|Lake and Peninsula
25955|New Haven|Iowa|Mitchell
25956|Chalkyitsik|Alaska|Yukon-Koyukuk
25957|Opal|Wyoming|Lincoln
25958|Marietta|Illinois|Fulton
25959|Crook|Colorado|Logan
2596|Orange|Texas|Orange
25960|Williams|South Carolina|Colleton
25961|Clifton Hill|Missouri|Randolph
25962|Milledgeville|Ohio|Fayette
25963|Durham|Kansas|Marion
25964|Roscoe|Nebraska|Keith
25965|Aldora|Georgia|Lamar
25966|Martinsburg|Iowa|Keokuk
25967|Bridgeport|Oklahoma|Caddo
25968|Aripeka|Florida|Pasco
25969|Alder|Montana|Madison
2597|Otsego|Minnesota|Wright
25970|Detmold|Maryland|Allegany
25971|Heathsville|Virginia|Northumberland
25972|Loretto|Nebraska|Boone
25973|Frenchtown-Rumbly|Maryland|Somerset
25974|Smithville|Oklahoma|McCurtain
25975|West Amana|Iowa|Iowa
25976|Bivalve|Maryland|Wicomico
25977|Minneiska|Minnesota|Winona
25978|McDonald|North Carolina|Robeson
25979|Acme|Washington|Whatcom
2598|Madison|Indiana|Jefferson
25980|McFarlan|North Carolina|Anson
25981|Tunnel City|Wisconsin|Monroe
25982|Buckeye|Iowa|Hardin
25983|Toyah|Texas|Reeves
25984|Spaulding|California|Lassen
25985|South Fork Estates|Texas|Jim Hogg
25986|Newburg|North Dakota|Bottineau
25987|Cromwell|Iowa|Union
25988|Tennessee|Illinois|McDonough
25989|Melbeta|Nebraska|Scotts Bluff
2599|St. Matthews|Kentucky|Jefferson
25990|Kenton Vale|Kentucky|Kenton
25991|Baldwin|Iowa|Jackson
25992|Dacoma|Oklahoma|Woods
25993|Herbster|Wisconsin|Bayfield
25994|Promise City|Iowa|Wayne
25995|Chical|New Mexico|Valencia
25996|Rosalia|Kansas|Butler
25997|Pawleys Island|South Carolina|Georgetown
25998|Seville|Georgia|Wilcox
25999|Emington|Illinois|Livingston
26|St. Louis|Missouri|St. Louis
260|Elk Grove|California|Sacramento
2600|Alton|Texas|Hidalgo
26000|Comstock|Minnesota|Clay
26001|Furnace Creek|California|Inyo
26002|Antoine|Arkansas|Pike
26003|Vidette|Georgia|Burke
26004|Addington|Oklahoma|Jefferson
26005|Dodson|Texas|Collingsworth
26006|Brandt|South Dakota|Deuel
26007|Vilas|Colorado|Baca
26008|Ventana|Arizona|Pima
26009|Stockholm|South Dakota|Grant
2601|Cudahy|Wisconsin|Milwaukee
26010|Dotyville|Oklahoma|Ottawa
26011|Crane|Oregon|Harney
26012|Marseilles|Ohio|Wyandot
26013|Arion|Iowa|Crawford
26014|Mayfield|Kansas|Sumner
26015|Bock|Minnesota|Mille Lacs
26016|Republic|Kansas|Republic
26017|Wiota|Iowa|Cass
26018|Minturn|Arkansas|Lawrence
26019|Dwale|Kentucky|Floyd
2602|Round Lake|Illinois|Lake
26020|Friendsville|Pennsylvania|Susquehanna
26021|Humphreys|Missouri|Sullivan
26022|Calverton|Virginia|Fauquier
26023|Blackburn|Oklahoma|Pawnee
26024|Tioga|West Virginia|Nicholas
26025|Felt|Oklahoma|Cimarron
26026|Terlton|Oklahoma|Pawnee
26027|Loomis|Washington|Okanogan
26028|Blanco|Oklahoma|Pittsburg
26029|Celeryville|Ohio|Huron
2603|Oxon Hill|Maryland|Prince George's
26030|Pulaski|Ohio|Williams
26031|Fallon|Montana|Prairie
26032|Hope|New Mexico|Eddy
26033|Corona|South Dakota|Roberts
26034|Corn Creek|South Dakota|Mellette
26035|Cornucopia|Wisconsin|Bayfield
26036|Cedar|Michigan|Leelanau
26037|Harbor View|Ohio|Lucas
26038|Leadore|Idaho|Lemhi
26039|Lasker|North Carolina|Northampton
2604|Manchester|Missouri|St. Louis
26040|Squaw Lake|Minnesota|Itasca
26041|Ohiowa|Nebraska|Fillmore
26042|Somers|Iowa|Calhoun
26043|Neville|Ohio|Clermont
26044|Plato|Missouri|Texas
26045|Girdletree|Maryland|Worcester
26046|Belknap|Illinois|Johnson
26047|Brooklyn Heights|Missouri|Jasper
26048|Interior|South Dakota|Jackson
26049|Carpenter|Iowa|Mitchell
2605|Beeville|Texas|Bee
26050|Cowlic|Arizona|Pima
26051|Brock|Nebraska|Nemaha
26052|Ridgely|Missouri|Platte
26053|New Trier|Minnesota|Dakota
26054|Pueblito|New Mexico|Rio Arriba
26055|Deerfield|Virginia|Augusta
26056|Clitherall|Minnesota|Otter Tail
26057|Sims|Indiana|Grant
26058|Spring Hill|Indiana|Marion
26059|Turnerville|Wyoming|Lincoln
2606|Cary|Illinois|McHenry
26060|Colon|Nebraska|Saunders
26061|Loma Linda|Texas|San Patricio
26062|Atkinson Mills|Pennsylvania|Mifflin
26063|Century|West Virginia|Barbour
26064|Egegik|Alaska|Lake and Peninsula
26065|Revillo|South Dakota|Grant
26066|Pisek|North Dakota|Walsh
26067|Hidalgo|Illinois|Jasper
26068|Torboy|Washington|Ferry
26069|Gaylord|Kansas|Smith
2607|North Wilkesboro|North Carolina|Wilkes
26070|Ten Broeck|Kentucky|Jefferson
26071|Pocahontas|Missouri|Cape Girardeau
26072|Odin|Minnesota|Watonwan
26073|Grass Range|Montana|Fergus
26074|King and Queen Court House|Virginia|King and Queen
26075|Barstow|Washington|Ferry
26076|Brandonville|West Virginia|Preston
26077|Glenham|South Dakota|Walworth
26078|Iago|Texas|Wharton
26079|Ackworth|Iowa|Warren
2608|North Aurora|Illinois|Kane
26080|Sykeston|North Dakota|Wells
26081|Tradewinds|Texas|San Patricio
26082|Sarben|Nebraska|Keith
26083|Blodgett Landing|New Hampshire|Merrimack
26084|Havana|Kansas|Montgomery
26085|Homewood|Pennsylvania|Beaver
26086|Tobias|Nebraska|Saline
26087|Olmitz|Kansas|Barton
26088|Pindall|Arkansas|Searcy
26089|East Brooklyn|Illinois|Grundy
2609|Lithia Springs|Georgia|Douglas
26090|Elsie|Nebraska|Perkins
26091|West Scio|Oregon|Linn
26092|Mount Etna|Indiana|Huntington
26093|Lund|Nevada|White Pine
26094|Gabbs|Nevada|Nye
26095|Palmer|Kansas|Washington
26096|Vona|Colorado|Kit Carson
26097|Walnut Hill|Illinois|Marion
26098|Big Flat|Arkansas|Baxter
26099|Frisco|North Carolina|Dare
261|Pembroke Pines|Florida|Broward
2610|Bon Air|Virginia|Chesterfield
26100|Millerville|Minnesota|Douglas
26101|Fish Lake|Minnesota|Jackson
26102|Mount Auburn|Indiana|Wayne
26103|Jericho|Arkansas|Crittenden
26104|Hamer|Idaho|Jefferson
26105|Brownington|Missouri|Henry
26106|Belmar|Nebraska|Keith
26107|Salem|Nebraska|Richardson
26108|Hatton|Washington|Adams
26109|Nobleton|Florida|Hernando
2611|Bensenville|Illinois|DuPage
26110|Fruitdale|Alabama|Washington
26111|Silver Lake|Oregon|Lake
26112|Sylvarena|Mississippi|Smith
26113|Mountville|South Carolina|Laurens
26114|Melrose|Iowa|Monroe
26115|St. Joseph|Iowa|Kossuth
26116|South Bend|Nebraska|Cass
26117|Slate Springs|Mississippi|Calhoun
26118|Cardwell|Montana|Jefferson
26119|Valley|Washington|Stevens
2612|Eastlake|Ohio|Lake
26120|Grady|New Mexico|Curry
26121|Truxton|Missouri|Lincoln
26122|Oberon|North Dakota|Benson
26123|Fraser|Iowa|Boone
26124|Borup|Minnesota|Norman
26125|New Hope|Kentucky|Nelson
26126|Wann|Nebraska|Saunders
26127|Harrison|Montana|Madison
26128|Union Level|Virginia|Mecklenburg
26129|Ronald|Washington|Kittitas
2613|Beaver Dam|Wisconsin|Dodge
26130|Atwood|Pennsylvania|Armstrong
26131|Castle|Oklahoma|Okfuskee
26132|Marrowbone|Kentucky|Cumberland
26133|Herrick|South Dakota|Gregory
26134|Edmonson|Texas|Hale
26135|Pinetown|North Carolina|Beaufort
26136|Nessen City|Michigan|Benzie
26137|Darfur|Minnesota|Watonwan
26138|Edinburg|Missouri|Grundy
26139|Weatherby|Missouri|DeKalb
2614|Safety Harbor|Florida|Pinellas
26140|Savonburg|Kansas|Allen
26141|Campo Bonito|Arizona|Pinal
26142|Bryce|Arizona|Graham
26143|Dayton Lakes|Texas|Liberty
26144|McCartys Village|New Mexico|Cibola
26145|Oto|Iowa|Woodbury
26146|Nodaway|Iowa|Adams
26147|Palmyra|Virginia|Fluvanna
26148|Beaver|Oregon|Tillamook
26149|Centerville|Washington|Klickitat
2615|Mattoon|Illinois|Coles
26150|Gibbs|Missouri|Adair
26151|Turner|Michigan|Arenac
26152|Mutual|Ohio|Champaign
26153|Springerton|Illinois|White
26154|Benton City|Missouri|Audrain
26155|Springlake|Texas|Lamb
26156|Dover|Missouri|Lafayette
26157|Tony|Wisconsin|Rusk
26158|Galesburg|North Dakota|Traill
26159|Campo|Colorado|Baca
2616|Macomb|Illinois|McDonough
26160|Oyens|Iowa|Plymouth
26161|Bickleton|Washington|Klickitat
26162|O'Brien|Texas|Haskell
26163|Northway|Alaska|Southeast Fairbanks
26164|Vermillion|Kansas|Marshall
26165|Leisure Lake|Missouri|Grundy
26166|Tampa|Kansas|Marion
26167|Lithium|Missouri|Perry
26168|Hope|Idaho|Bonner
26169|Paskenta|California|Tehama
2617|North Druid Hills|Georgia|DeKalb
26170|Chalkhill|Pennsylvania|Fayette
26171|Wikieup|Arizona|Mohave
26172|Long Barn|California|Tuolumne
26173|Lemoyne|Nebraska|Keith
26174|Canova|New Mexico|Rio Arriba
26175|Percival|Iowa|Fremont
26176|Morse|Texas|Hansford
26177|Zinc|Arkansas|Boone
26178|Alpine Village|California|Alpine
26179|Badger|South Dakota|Kingsbury
2618|West Columbia|South Carolina|Lexington
26180|Sardis|Kentucky|Mason
26181|Rodriguez Camp|California|Tulare
26182|St. George|Alaska|Aleutians West
26183|Sageville|Iowa|Dubuque
26184|Winslow|Nebraska|Dodge
26185|Coalmont|Pennsylvania|Huntingdon
26186|Jeisyville|Illinois|Christian
26187|Aullville|Missouri|Lafayette
26188|Viking|Minnesota|Marshall
26189|Emerald|Wisconsin|St. Croix
2619|Fayetteville|Georgia|Fayette
26190|Beltrami|Minnesota|Polk
26191|Fair Oaks|Oklahoma|Wagoner
26192|Smiths Ferry|Idaho|Valley
26193|St. Olaf|Iowa|Clayton
26194|Norwich|Ohio|Muskingum
26195|Lonsdale|Arkansas|Garland
26196|West Line|Missouri|Cass
26197|Moccasin|Arizona|Mohave
26198|McGrew|Nebraska|Scotts Bluff
26199|Fairview|Wyoming|Lincoln
262|Vallejo|California|Solano
2620|Sunland Park|New Mexico|Do+¦a Ana
26200|Naponee|Nebraska|Franklin
26201|Canova|South Dakota|Miner
26202|Darwin|California|Inyo
26203|Lake Annette|Missouri|Cass
26204|Chain of Rocks|Missouri|Lincoln
26205|Rockville|Nebraska|Sherman
26206|Haleburg|Alabama|Henry
26207|Reeds|Missouri|Jasper
26208|Collyer|Kansas|Trego
26209|Curlew|Washington|Ferry
2621|Estelle|Louisiana|Jefferson
26210|Eden|South Dakota|Marshall
26211|Robbins|Tennessee|Scott
26212|West York|Illinois|Crawford
26213|Henry|Nebraska|Scotts Bluff
26214|Seba Dalkai|Arizona|Navajo
26215|Longtown|Missouri|Perry
26216|Warfield|Virginia|Brunswick
26217|Mercer|North Dakota|McLean
26218|Primrose|Alaska|Kenai Peninsula
26219|Big Lagoon|California|Humboldt
2622|Mountain House|California|San Joaquin
26220|Lake View|Texas|Val Verde
26221|Albion|Oklahoma|Pushmataha
26222|Catawba|Wisconsin|Price
26223|Hooper|Colorado|Alamosa
26224|Overland|Nebraska|Hamilton
26225|Nottoway Court House|Virginia|Nottoway
26226|Oak Hall|Virginia|Accomack
26227|Trommald|Minnesota|Crow Wing
26228|Leon|Oklahoma|Love
26229|Ravanna|Missouri|Mercer
2623|San Carlos Park|Florida|Lee
26230|Alfordsville|Indiana|Daviess
26231|Fox Lake|Montana|Richland
26232|Monomoscoy Island|Massachusetts|Barnstable
26233|Old Ripley|Illinois|Bond
26234|Alberta|Minnesota|Stevens
26235|Lakeview North|Wyoming|Platte
26236|Cresbard|South Dakota|Faulk
26237|Troy|South Carolina|Greenwood
26238|Manchester|Oklahoma|Grant
26239|Vivian|South Dakota|Lyman
2624|Zachary|Louisiana|East Baton Rouge
26240|Bruno|Minnesota|Pine
26241|Fremont|Utah|Wayne
26242|Sunburg|Minnesota|Kandiyohi
26243|Silerton|Tennessee|Hardeman
26244|Comptche|California|Mendocino
26245|Etowah|Oklahoma|Cleveland
26246|Bryceland|Louisiana|Bienville
26247|Dodge|North Dakota|Dunn
26248|Dunning|Nebraska|Blaine
26249|Lastrup|Minnesota|Morrison
2625|Kingsland|Georgia|Camden
26250|St. Anthony|Iowa|Marshall
26251|Batesville|Ohio|Noble
26252|Bath Corner|South Dakota|Brown
26253|Maybeury|West Virginia|McDowell
26254|Thompson Springs|Utah|Grand
26255|Tylersburg|Pennsylvania|Clarion
26256|Crystal Rock|Ohio|Erie
26257|Pine Grove|Oregon|Wasco
26258|Willey|Iowa|Carroll
26259|California|Kentucky|Campbell
2626|Marco Island|Florida|Collier
26260|Frank|West Virginia|Pocahontas
26261|Onward|Indiana|Cass
26262|Spiritwood Lake|North Dakota|Stutsman
26263|Richville|Minnesota|Otter Tail
26264|Eddyville|Illinois|Pope
26265|Harrellsville|North Carolina|Hertford
26266|Rocklake|North Dakota|Towner
26267|Penton|Alabama|Chambers
26268|Andover|Iowa|Clinton
26269|South Lead Hill|Arkansas|Boone
2627|Huntington|Indiana|Huntington
26270|Graceton|Pennsylvania|Indiana
26271|Palermo|North Dakota|Mountrail
26272|Conner|Montana|Ravalli
26273|Lee Vining|California|Mono
26274|Falkland|North Carolina|Pitt
26275|Fairburn|South Dakota|Custer
26276|Foosland|Illinois|Champaign
26277|Causey|New Mexico|Roosevelt
26278|Tippecanoe|Ohio|Harrison
26279|Johnsonburg|New Jersey|Warren
2628|Ingleside|Texas|San Patricio
26280|Pleasant Plain|Iowa|Jefferson
26281|Plevna|Kansas|Reno
26282|Woodsville|New York|Livingston
26283|North Hurley|New Mexico|Grant
26284|Dayton|Montana|Lake
26285|Day|Florida|Lafayette
26286|Bairoil|Wyoming|Sweetwater
26287|Spofford|Texas|Kinney
26288|Glen Lyn|Virginia|Giles
26289|Springtown|Arkansas|Benton
2629|Humacao|Puerto Rico|Humacao
26290|Arispe|Iowa|Union
26291|Esmond|North Dakota|Benson
26292|Neylandville|Texas|Hunt
26293|Kinsman|Illinois|Grundy
26294|Keomah Village|Iowa|Mahaska
26295|Chillicothe|Iowa|Wapello
26296|Cullison|Kansas|Pratt
26297|McCaskill|Arkansas|Hempstead
26298|Sanford|Virginia|Accomack
26299|Hyattville|Wyoming|Big Horn
263|Garden Grove|California|Orange
2630|Wantagh|New York|Nassau
26300|Bloomington|Nebraska|Franklin
26301|Sumner|Missouri|Chariton
26302|Wright|Kansas|Ford
26303|Millston|Wisconsin|Jackson
26304|Nolic|Arizona|Pima
26305|Perryville|Alaska|Lake and Peninsula
26306|Beedeville|Arkansas|Jackson
26307|Midland|Virginia|Fauquier
26308|Geneva|Georgia|Talbot
26309|Manchester|Kansas|Dickinson
2631|Lenoir|North Carolina|Caldwell
26310|Baldwin Park|Missouri|Cass
26311|Valmont|Colorado|Boulder
26312|Herrings|New York|Jefferson
26313|Williston|Maryland|Caroline
26314|Columbus|Illinois|Adams
26315|Roe|Arkansas|Monroe
26316|Hayward|Missouri|Pemiscot
26317|Mainville|Pennsylvania|Columbia
26318|Haddam|Kansas|Washington
26319|Tselakai Dezza|Utah|San Juan
2632|Concord|Missouri|St. Louis
26320|Fulton|South Dakota|Hanson
26321|Lake Valley|New Mexico|San Juan
26322|Amenia|North Dakota|Cass
26323|Mono City|California|Mono
26324|Bagnell|Missouri|Miller
26325|Richards|Missouri|Vernon
26326|Unionville|Iowa|Appanoose
26327|Danbury|Nebraska|Red Willow
26328|Kincaid|West Virginia|Fayette
26329|Poole|Kentucky|Webster
2633|Easton|Maryland|Talbot
26330|Solway|Minnesota|Beltrami
26331|Eagle Harbor|Michigan|Keweenaw
26332|Whipholt|Minnesota|Cass
26333|Rome|Ohio|Adams
26334|Shell|Wyoming|Big Horn
26335|White Bird|Idaho|Idaho
26336|Mobeetie|Texas|Wheeler
26337|Hitchcock|South Dakota|Beadle
26338|Westdale|Texas|Jim Wells
26339|Beaver|Arkansas|Carroll
2634|Burke Centre|Virginia|Fairfax
26340|Plush|Oregon|Lake
26341|Brumley|Missouri|Miller
26342|Daniel|Wyoming|Sublette
26343|Elk Creek|Nebraska|Johnson
26344|Eddyville|Nebraska|Dawson
26345|Tuttle|California|Merced
26346|Dorchester|Texas|Grayson
26347|Mason|Wisconsin|Bayfield
26348|Townsend|Wisconsin|Oconto
26349|Shoal Creek Estates|Missouri|Newton
2635|Perry|Georgia|Houston
26350|Sleetmute|Alaska|Bethel
26351|Parcoal|West Virginia|Webster
26352|Dixon|Wyoming|Carbon
26353|Glenfield|North Dakota|Foster
26354|Quintana|Texas|Brazoria
26355|Tamarack|Minnesota|Aitkin
26356|Blairstown|Missouri|Henry
26357|Bunker Hill|Kansas|Russell
26358|Kildare|Oklahoma|Kay
26359|Oscarville|Alaska|Bethel
2636|Hannibal|Missouri|Marion
26360|Rogers|Nebraska|Colfax
26361|Kingston|Nevada|Lander
26362|Media|Illinois|Henderson
26363|Slater|Wyoming|Platte
26364|Pembine|Wisconsin|Marinette
26365|Dixonville|Florida|Santa Rosa
26366|Liebenthal|Kansas|Rush
26367|Strawn|Illinois|Livingston
26368|Putnam|Texas|Callahan
26369|Zurich|Kansas|Rooks
2637|Menasha|Wisconsin|Winnebago
26370|Hunter|Arkansas|Woodruff
26371|Sailor Springs|Illinois|Clay
26372|Wilburton Number Two|Pennsylvania|Columbia
26373|Franklin|Missouri|Howard
26374|Datto|Arkansas|Clay
26375|Apache Creek|New Mexico|Catron
26376|Elk Falls|Kansas|Elk
26377|Hickory Valley|Tennessee|Hardeman
26378|Casselman|Pennsylvania|Somerset
26379|La Minita|Texas|Starr
2638|Oak Grove|Oregon|Clackamas
26380|Ward|South Carolina|Saluda
26381|New Bavaria|Ohio|Henry
26382|Cogswell|North Dakota|Sargent
26383|Luzerne|Iowa|Benton
26384|Tuskahoma|Oklahoma|Pushmataha
26385|Luray|Missouri|Clark
26386|Coy|Arkansas|Lonoke
26387|Dazey|North Dakota|Barnes
26388|Crescent Mills|California|Plumas
26389|Aragon|New Mexico|Catron
2639|Scarsdale|New York|Westchester
26390|Pascola|Missouri|Pemiscot
26391|Centrahoma|Oklahoma|Coal
26392|Lowndesboro|Alabama|Lowndes
26393|Brian Head|Utah|Iron
26394|Windmill|New Mexico|Hidalgo
26395|Leopolis|Wisconsin|Shawano
26396|Prince|West Virginia|Fayette
26397|Fish Camp|California|Mariposa
26398|Defiance|Missouri|St. Charles
26399|Portland|Colorado|Ouray
264|Enterprise|Nevada|Clark
2640|Brenham|Texas|Washington
26400|Zalma|Missouri|Bollinger
26401|Munden|Kansas|Republic
26402|Angelica|Wisconsin|Shawano
26403|New Church|Virginia|Accomack
26404|Costilla|New Mexico|Taos
26405|Zwingle|Iowa|Dubuque
26406|Maytown|Kentucky|Floyd
26407|Bluffton|Georgia|Clay
26408|Tryon|Nebraska|McPherson
26409|Rothville|Missouri|Chariton
2641|Ocean Springs|Mississippi|Jackson
26410|Uncertain|Texas|Harrison
26411|Black Springs|Arkansas|Montgomery
26412|Koyukuk|Alaska|Yukon-Koyukuk
26413|Faunsdale|Alabama|Marengo
26414|Jeddo|Pennsylvania|Luzerne
26415|Bruno|Nebraska|Butler
26416|Craig|Iowa|Plymouth
26417|Horntown|Oklahoma|Hughes
26418|Conrath|Wisconsin|Rusk
26419|Jennings|Kansas|Decatur
2642|Dallas|Oregon|Polk
26420|Esbon|Kansas|Jewell
26421|Ca+¦ones|New Mexico|Rio Arriba
26422|Cantu Addition|Texas|Brooks
26423|South Gorin|Missouri|Scotland
26424|Ellisville|Illinois|Fulton
26425|Carrick|California|Siskiyou
26426|Vale Summit|Maryland|Allegany
26427|Monticello|Missouri|Lewis
26428|Amanda Park|Washington|Grays Harbor
26429|Stonyford|California|Colusa
2643|Woodcrest|California|Riverside
26430|Lake Aluma|Oklahoma|Oklahoma
26431|Valmy|Nevada|Humboldt
26432|Waco|Missouri|Jasper
26433|Gorman|Maryland|Garrett
26434|Saulsbury|Tennessee|Hardeman
26435|Saltillo|Indiana|Washington
26436|Halibut Cove|Alaska|Kenai Peninsula
26437|Goodrich|North Dakota|Sheridan
26438|Coyanosa|Texas|Pecos
26439|Alton|Kansas|Osborne
2644|White Settlement|Texas|Tarrant
26440|Spring Hill|Minnesota|Stearns
26441|Lone Oak|Georgia|Meriwether
26442|St. Leo|Minnesota|Yellow Medicine
26443|St. Helena|Nebraska|Cedar
26444|Chautauqua|Kansas|Chautauqua
26445|Salvo|North Carolina|Dare
26446|Portis|Kansas|Osborne
26447|Morrison|Iowa|Grundy
26448|Bejou|Minnesota|Mahnomen
26449|Fort Indiantown Gap|Pennsylvania|Lebanon
2645|Five Forks|South Carolina|Greenville
26450|Swanton|Nebraska|Saline
26451|McFall|Missouri|Gentry
26452|White Earth|North Dakota|Mountrail
26453|Elgin|Arizona|Santa Cruz
26454|Symerton|Illinois|Will
26455|Wisdom|Montana|Beaverhead
26456|Oakville|California|Napa
26457|Dodge|Oklahoma|Delaware
26458|Allisonia|Virginia|Pulaski
26459|Blakeslee|Ohio|Williams
2646|Knightdale|North Carolina|Wake
26460|Oceola|Ohio|Crawford
26461|Olowalu|Hawaii|Maui
26462|Round Top|Texas|Fayette
26463|Cedar Springs|Georgia|Early
26464|Willard|Kansas|Shawnee
26465|Henlawson|West Virginia|Logan
26466|Hayfield|Iowa|Hancock
26467|Sharon|North Dakota|Steele
26468|Ericson|Nebraska|Wheeler
26469|Klingerstown|Pennsylvania|Schuylkill
2647|Shenandoah|Pennsylvania|Schuylkill
26470|Burns City|Indiana|Martin
26471|Tilleda|Wisconsin|Shawano
26472|Woodbury|Kentucky|Butler
26473|Severance|Kansas|Doniphan
26474|Glade|Kansas|Phillips
26475|Weldon Spring Heights|Missouri|St. Charles
26476|Zemple|Minnesota|Itasca
26477|Amagon|Arkansas|Jackson
26478|Coolidge|Kansas|Hamilton
26479|Mooresville|Missouri|Livingston
2648|Ada|Oklahoma|Pontotoc
26480|Lankin|North Dakota|Walsh
26481|Danvers|Minnesota|Swift
26482|Hansell|Iowa|Franklin
26483|Maramec|Oklahoma|Pawnee
26484|Ravalli|Montana|Lake
26485|Ratamosa|Texas|Cameron
26486|Newark|Missouri|Knox
26487|Grand View|Wisconsin|Bayfield
26488|Watson|Missouri|Atchison
26489|Theba|Arizona|Maricopa
2649|Crossville|Tennessee|Cumberland
26490|Cornland|Illinois|Logan
26491|Cayce|Kentucky|Fulton
26492|Brutus|Michigan|Emmet
26493|Numa|Iowa|Appanoose
26494|Orin|Wyoming|Converse
26495|Domino|Texas|Cass
26496|Elmer|Oklahoma|Jackson
26497|Bethany|Indiana|Morgan
26498|Fort Hill|Oregon|Polk
26499|Beryl Junction|Utah|Iron
265|Medford|Oregon|Jackson
2650|Beltsville|Maryland|Prince George's
26500|Salesville|Ohio|Guernsey
26501|Shade Gap|Pennsylvania|Huntingdon
26502|Franklin|Arizona|Greenlee
26503|Strang|Oklahoma|Mayes
26504|Round Mountain|California|Shasta
26505|Rio en Medio|New Mexico|Santa Fe
26506|Greenfield|Oklahoma|Blaine
26507|Weingarten|Missouri|Ste. Genevieve
26508|Chignik|Alaska|Lake and Peninsula
26509|Ocotillo|California|Imperial
2651|Colonia|New Jersey|Middlesex
26510|Indian Creek|Florida|Miami-Dade
26511|Springfield|Wisconsin|Walworth
26512|Cearfoss|Maryland|Washington
26513|Foundryville|Pennsylvania|Columbia
26514|Basco|Illinois|Hancock
26515|Mercersville|Maryland|Washington
26516|Lumber Bridge|North Carolina|Robeson
26517|Auburn|West Virginia|Ritchie
26518|Riddleville|Georgia|Washington
26519|Doddsville|Mississippi|Sunflower
2652|Moraga|California|Contra Costa
26520|Dumont|Minnesota|Traverse
26521|Kerrtown|Pennsylvania|Crawford
26522|Martinsburg|Nebraska|Dixon
26523|Davis|South Dakota|Turner
26524|Comstock|Nebraska|Custer
26525|Chelan Falls|Washington|Chelan
26526|New Pine Creek|California|Modoc
26527|Revere|Minnesota|Redwood
26528|Harrisburg|Nebraska|Banner
26529|Brazos|New Mexico|Rio Arriba
2653|Midway|Florida|Santa Rosa
26530|Learned|Mississippi|Hinds
26531|Keene|Kentucky|Jessamine
