ID;Has_Existing_Home_Loan;installment
105327;Y;13209
105328;Y;14245
105329;Y;14580
105330;N;0
105331;N;0
105332;Y;2553
105333;Y;21750
105334;Y;5827,5
105335;Y;10005
105336;Y;17835
105337;Y;7875
105338;N;0
105339;N;0
105340;Y;3034
105341;N;0
105342;Y;17400
105343;Y;41325
105344;Y;14040
105345;Y;32016
105346;N;0
105347;N;0
105348;Y;2664
105349;N;0
105350;Y;12876
105351;Y;9157,5
105352;Y;8491,5
105353;Y;8547
105354;N;0
105355;Y;10222,5
105356;Y;3741
105357;N;0
105358;Y;9768
105359;Y;14877
105360;Y;10656
105361;Y;10878
105362;N;0
105363;N;0
105364;Y;10657,5
105365;N;0
105366;Y;9360
105367;Y;2386,5
105368;Y;5611,5
105369;Y;5217
105370;N;0
105371;Y;31407
105372;Y;3105
105373;N;0
105374;Y;12180
105375;Y;15120
105376;Y;2664
105377;Y;5827,5
105378;N;0
105379;N;0
105380;Y;4884
105381;Y;17226
105382;Y;2997
105383;Y;11544
105384;Y;9360
105385;Y;13005,5
105386;Y;24882
105387;Y;33408
105388;Y;13320
105389;N;0
105390;Y;2553
105391;Y;28536
105392;Y;4347,5
105393;Y;12302,5
105394;N;0
105395;N;0
105396;Y;15312
105397;N;0
105398;Y;9990
105399;Y;13050
105400;Y;18810
105401;Y;35539,5
105402;Y;39672
105403;N;0
105404;Y;32886
105405;Y;28536
105406;Y;27666
105407;Y;22054,5
105408;Y;13770
105409;Y;34582,5
105410;Y;22054,5
105411;N;0
105412;Y;7955
105413;N;0
105414;Y;14781,5
105415;Y;8100
105416;Y;6133,5
105417;Y;1591
105418;Y;40716
105419;N;0
105420;Y;4050
105421;N;0
105422;Y;2553
105423;Y;8820
105424;Y;6216
105425;Y;11527,5
105426;N;0
105427;Y;7482
105428;Y;17595
105429;Y;10440
105430;Y;5940
105431;Y;6750
105432;Y;14985
105433;Y;11700
105434;N;0
105435;N;0
105436;Y;17595
105437;N;0
105438;Y;16537,5
105439;Y;22533
105440;Y;3663
105441;Y;1554
105442;N;0
105443;N;0
105444;Y;11025
105445;Y;23751
105446;Y;7492,5
105447;Y;7696
105448;Y;14007
105449;Y;2497,5
105450;Y;11266,5
105451;N;0
105452;Y;1517
105453;N;0
105454;Y;17835
105455;Y;11484
105456;Y;9570
105457;Y;12484,5
105458;Y;17704,5
105459;N;0
105460;Y;30015
105461;Y;21750
105462;Y;29841
105463;Y;25056
105464;Y;10434
105465;Y;13702,5
105466;Y;3741
105467;N;0
105468;Y;5940
105469;N;0
105470;Y;2664
105471;Y;5920
105472;Y;9324
105473;Y;3478
105474;Y;31320
105475;Y;1870,5
105476;Y;3375
105477;Y;19183,5
105478;Y;3825
105479;Y;13572
105480;Y;16169
105481;Y;28101
105482;N;0
105483;Y;7656
105484;Y;12728
105485;N;0
105486;Y;4662
105487;Y;14411,5
105488;Y;11303,5
105489;Y;9435
105490;N;0
105491;N;0
105492;Y;9900
105493;N;0
105494;Y;11832
105495;Y;27361,5
105496;Y;4320
105497;Y;11385
105498;N;0
105499;N;0
105500;Y;21315
105501;Y;1522,5
105502;Y;2767,5
105503;Y;11340
105504;Y;16245
105505;Y;4218
105506;N;0
105507;N;0
105508;Y;20092,5
105509;N;0
105510;Y;13162,5
105511;Y;9405
105512;Y;13500
105513;Y;13093,5
105514;N;0
105515;N;0
105516;Y;3577,5
105517;N;0
105518;Y;15525
105519;Y;3654
105520;Y;22054,5
105521;Y;12622,5
105522;N;0
105523;N;0
105524;Y;11880
105525;N;0
105526;Y;16875
105527;Y;16965
105528;Y;8658
105529;Y;2784
105530;N;0
105531;N;0
105532;Y;9000
105533;N;0
105534;Y;20655
105535;Y;13860
105536;Y;18225
105537;Y;10434
105538;N;0
105539;Y;27405
105540;Y;1591
105541;N;0
105542;Y;15210
105543;Y;6086,5
105544;Y;2442
105545;Y;2738
105546;N;0
105547;N;0
105548;Y;11137,5
105549;N;0
105550;Y;16039,5
105551;Y;11880
105552;Y;28623
105553;Y;15120
105554;N;0
105555;N;0
105556;Y;6863,5
105557;N;0
105558;Y;19575
105559;Y;15312
105560;Y;12267
105561;Y;2902,5
105562;N;0
105563;Y;20923,5
105564;Y;13093,5
105565;Y;39150
105566;Y;13455
105567;Y;5350,5
105568;Y;11766
105569;Y;8613
105570;N;0
105571;N;0
105572;Y;4252,5
105573;Y;3915
105574;Y;5872,5
105575;Y;14535
105576;Y;2497,5
105577;Y;11745
105578;N;0
105579;N;0
105580;Y;11840
105581;N;0
105582;Y;8640
105583;Y;8510
105584;Y;11007,5
105585;Y;9102
105586;Y;7482
105587;N;0
105588;Y;18096
105589;N;0
105590;Y;8100
105591;Y;12150
105592;Y;15660
105593;Y;34104
105594;N;0
105595;N;0
105596;Y;18661,5
105597;N;0
105598;Y;13727
105599;Y;11766
105600;Y;23751
105601;Y;10619
105602;Y;8917,5
105603;N;0
105604;Y;7155
105605;Y;26752,5
105606;Y;8910
105607;Y;12285
105608;Y;28840,5
105609;Y;10378,5
105610;Y;2044,5
105611;N;0
105612;Y;12150
105613;N;0
105614;Y;20250
105615;Y;9720
105616;Y;36018
105617;Y;2835
105618;N;0
105619;N;0
105620;Y;10064
105621;N;0
105622;Y;5328
105623;Y;5180
105624;Y;10545
105625;Y;9450
105626;N;0
105627;N;0
105628;Y;13365
105629;N;0
105630;Y;4567,5
105631;Y;1480
105632;Y;8140
105633;Y;10875
105634;N;0
105635;Y;18661,5
105636;Y;18096
105637;N;0
105638;Y;2902,5
105639;Y;3487,5
105640;Y;3442,5
105641;Y;7402,5
105642;N;0
105643;N;0
105644;Y;14040
105645;N;0
105646;Y;18183
105647;Y;2719,5
105648;Y;5106
105649;Y;8177
105650;N;0
105651;N;0
105652;Y;20520
105653;N;0
105654;Y;19440
105655;Y;3480
105656;Y;15210
105657;Y;29362,5
105658;N;0
105659;N;0
105660;Y;2835
105661;N;0
105662;Y;27405
105663;Y;2109
105664;Y;1332
105665;Y;3442,5
105666;Y;28710
105667;N;0
105668;Y;7897,5
105669;N;0
105670;Y;8325
105671;Y;25447,5
105672;Y;10080
105673;Y;10350
105674;N;0
105675;N;0
105676;Y;23142
105677;N;0
105678;Y;9583
105679;Y;10822,5
105680;Y;1887
105681;Y;4717,5
105682;N;0
105683;N;0
105684;Y;3600
105685;Y;35496
105686;Y;5872,5
105687;Y;10378,5
105688;Y;7087,5
105689;Y;14805
105690;N;0
105691;Y;10005
105692;Y;2608,5
105693;Y;31972,5
105694;Y;1890
105695;Y;3172,5
105696;Y;10619
105697;Y;2331
105698;N;0
105699;N;0
105700;Y;3780
105701;N;0
105702;Y;11137,5
105703;Y;9180
105704;Y;15790,5
105705;Y;3480
105706;N;0
105707;N;0
105708;Y;25056
105709;N;0
105710;Y;6960
105711;Y;11784,5
105712;Y;6734
105713;Y;15795
105714;N;0
105715;Y;32103
105716;Y;36018
105717;Y;22446
105718;Y;16095
105719;Y;13387,5
105720;Y;3577,5
105721;Y;22657,5
105722;N;0
105723;N;0
105724;Y;8343,5
105725;N;0
105726;Y;21600
105727;Y;17297,5
105728;Y;12506
105729;Y;7650
105730;Y;14424
105731;Y;17400
105732;Y;8127
105733;N;0
105734;Y;2700
105735;Y;2146
105736;Y;12987
105737;Y;20923
105738;Y;26622
105739;N;0
105740;Y;19500
105741;N;0
105742;Y;10545
105743;Y;22968
105744;Y;2886
105745;Y;7899,5
105746;N;0
105747;N;0
105748;Y;16668,5
105749;Y;29117,5
105750;Y;48735
105751;Y;8880
105752;Y;4514
105753;Y;14580
105754;Y;4611
105755;N;0
105756;Y;13963,5
105757;Y;13671
105758;Y;3922
105759;Y;2997
105760;Y;20208
105761;Y;16191
105762;N;0
105763;Y;11092,5
105764;Y;5260
105765;Y;30276
105766;Y;17612
105767;Y;12546
105768;Y;11709,5
105769;Y;14764
105770;N;0
105771;Y;8700
105772;Y;8046
105773;Y;24667,5
105774;Y;8100
105775;Y;55755
105776;Y;4117,5
105777;Y;11396
105778;N;0
105779;Y;11527,5
105780;Y;13387,5
105781;N;0
105782;Y;19440
105783;Y;22968
105784;Y;18315
105785;Y;33930
105786;N;0
105787;N;0
105788;Y;31059
105789;N;0
105790;Y;38454
105791;Y;10965
105792;Y;4863
105793;Y;3052,5
105794;Y;16040
105795;Y;21240
105796;Y;8436
105797;Y;9444
105798;Y;28231,5
105799;Y;8140
105800;Y;35150
105801;Y;19183,5
105802;N;0
105803;N;0
105804;Y;15529,5
105805;N;0
105806;Y;23925
105807;Y;7640,5
105808;Y;35887,5
105809;Y;14850
105810;N;0
105811;N;0
105812;Y;18056
105813;N;0
105814;Y;4770
105815;Y;2997
105816;Y;18400,5
105817;Y;12265,5
105818;N;0
105819;N;0
105820;Y;14763
105821;Y;17356,5
105822;Y;8824,5
105823;Y;15262,5
105824;Y;19499
105825;Y;34452
105826;Y;4524
105827;Y;33930
105828;Y;11803
105829;Y;12397,5
105830;Y;2295
105831;Y;11340
105832;Y;30624
105833;Y;4904
105834;N;0
105835;N;0
105836;Y;16747,5
105837;Y;2436
105838;Y;33277,5
105839;Y;8505
105840;Y;14094
105841;Y;13468
105842;N;0
105843;N;0
105844;Y;7770
105845;Y;45390
105846;Y;51547
105847;Y;2997
105848;Y;2146
105849;Y;42978
105850;N;0
105851;N;0
105852;Y;10323
105853;N;0
105854;Y;13986
105855;Y;21802,5
105856;Y;14920,5
105857;Y;21315
105858;N;0
105859;N;0
105860;Y;24360
105861;N;0
105862;Y;4680
105863;Y;8526
105864;Y;3274,5
105865;Y;1998
105866;N;0
105867;N;0
105868;Y;2775
105869;N;0
105870;Y;15799
105871;Y;17919
105872;Y;17745
105873;Y;15022
105874;N;0
105875;Y;32886
105876;Y;2109
105877;N;0
105878;Y;25925
105879;Y;21150
105880;Y;21141
105881;Y;9990
105882;Y;2131,5
105883;Y;9787,5
105884;Y;18096
105885;Y;51243
105886;Y;17310
105887;Y;14616
105888;Y;5883
105889;Y;6645
105890;N;0
105891;N;0
105892;Y;17965,5
105893;N;0
105894;Y;21532,5
105895;Y;22567,5
105896;Y;5220
105897;Y;11092,5
105898;Y;1677,5
105899;Y;27709,5
105900;Y;7960,5
105901;Y;19575
105902;Y;9396
105903;Y;11599,5
105904;Y;23715
105905;Y;31059
105906;Y;45457,5
105907;N;0
105908;Y;19836
105909;Y;14920,5
105910;Y;24795
105911;Y;17760
105912;Y;17760
105913;Y;2664
105914;Y;26317,5
105915;N;0
105916;Y;2886
105917;N;0
105918;Y;30450
105919;Y;13227,5
105920;Y;6993
105921;Y;16872
105922;N;0
105923;N;0
105924;Y;26622
105925;N;0
105926;Y;7380
105927;Y;15281
105928;Y;4605
105929;Y;15799
105930;N;0
105931;N;0
105932;Y;13833
105933;N;0
105934;Y;10378,5
105935;Y;2183
105936;Y;19647
105937;Y;7640,5
105938;Y;15817,5
105939;N;0
105940;Y;7155
105941;Y;6394,5
105942;Y;44631
105943;Y;5772
105944;Y;17472
105945;Y;10730
105946;Y;22449
105947;N;0
105948;Y;2331
105949;N;0
105950;Y;23085
105951;Y;24300
105952;Y;2719,5
105953;Y;7308
105954;Y;19183,5
105955;Y;22011
105956;Y;19428,5
105957;N;0
105958;Y;41412
105959;Y;17168
105960;Y;14985
105961;Y;2294
105962;N;0
105963;N;0
105964;Y;61452
105965;Y;29971,5
105966;Y;2830,5
105967;Y;6438
105968;Y;6862,5
105969;Y;25783
105970;N;0
105971;N;0
105972;Y;9222
105973;Y;17661
105974;Y;9028
105975;Y;3922
105976;Y;42151,5
105977;Y;15399
105978;Y;32182,5
105979;N;0
105980;Y;40498,5
105981;N;0
105982;Y;12876
105983;Y;14985
105984;Y;3645
105985;Y;23490
105986;N;0
105987;Y;6960
105988;Y;8526
105989;N;0
105990;Y;31872,5
105991;Y;5642,5
105992;Y;2886
105993;Y;4070
105994;Y;20184
105995;Y;14508
105996;Y;8343,5
105997;N;0
105998;Y;4185
105999;Y;13572
106000;Y;3577,5
106001;Y;8732
106002;N;0
106003;N;0
106004;Y;21804
106005;Y;26317,5
106006;Y;20010
106007;Y;9490,5
106008;Y;25578
106009;Y;30537
106010;N;0
106011;Y;10657,5
106012;Y;3552
106013;N;0
106014;Y;17010
106015;Y;4625
106016;Y;4950
106017;Y;26622
106018;N;0
106019;Y;37584
106020;Y;11137,5
106021;N;0
106022;Y;13785
106023;Y;29269,5
106024;Y;20250
106025;Y;25650
106026;N;0
106027;Y;19966,5
106028;Y;17926,5
106029;N;0
106030;Y;13311
106031;Y;10915
106032;Y;13311
106033;Y;8221,5
106034;N;0
106035;Y;22011
106036;Y;33277,5
106037;N;0
106038;Y;2340
106039;Y;9292,5
106040;Y;11962,5
106041;Y;20655
106042;N;0
106043;N;0
106044;Y;4810
106045;Y;26400
106046;Y;43582,5
106047;Y;29368
106048;Y;27709,5
106049;Y;7775
106050;N;0
106051;N;0
106052;Y;9657
106053;N;0
106054;Y;9157,5
106055;Y;28840,5
106056;Y;18810,5
106057;Y;12210
106058;N;0
106059;N;0
106060;Y;3982,5
106061;N;0
106062;Y;4902,5
106063;Y;6525
106064;Y;3750
106065;Y;27081
106066;N;0
106067;Y;25056
106068;Y;33930
106069;N;0
106070;Y;2368
106071;Y;18585
106072;Y;20880
106073;Y;14712
106074;N;0
106075;Y;22185
106076;Y;14763
106077;N;0
106078;Y;4292
106079;Y;3274,5
106080;Y;12987
106081;Y;21090
106082;N;0
106083;N;0
106084;Y;11568
106085;Y;23490
106086;Y;7965
106087;Y;8991
106088;Y;25650
106089;Y;8750,5
106090;N;0
106091;Y;36562,5
106092;Y;21802,5
106093;Y;29025
106094;Y;51030
106095;Y;5642,5
106096;Y;2790
106097;Y;26013
106098;Y;17352,5
106099;Y;38682
106100;Y;7312,5
106101;N;0
106102;Y;32233,5
106103;Y;28710
106104;Y;4320
106105;Y;21978
106106;N;0
106107;N;0
106108;Y;34582,5
106109;Y;8178
106110;Y;19031,5
106111;Y;23490
106112;Y;3780
106113;Y;11340
106114;N;0
106115;N;0
106116;Y;17010
106117;N;0
106118;Y;8140
106119;Y;7992
106120;Y;9157,5
106121;Y;22230
106122;N;0
106123;N;0
106124;Y;20160
106125;N;0
106126;Y;3289,5
106127;Y;5481
106128;Y;5310
106129;Y;18792
106130;Y;32712
106131;N;0
106132;Y;12876
106133;N;0
106134;Y;10800
106135;Y;9135
106136;Y;19314
106137;Y;15540
106138;N;0
106139;N;0
106140;Y;4810
106141;N;0
106142;Y;17356,5
106143;Y;27810
106144;Y;31053
106145;Y;25056
106146;Y;12832,5
106147;Y;16704
106148;Y;2035
106149;N;0
106150;Y;25056
106151;Y;4387,5
106152;Y;12267
106153;Y;26100
106154;N;0
106155;N;0
106156;Y;7308
106157;Y;5220
106158;Y;6210
106159;Y;2183
106160;Y;18900
106161;Y;17356,5
106162;N;0
106163;Y;34800
106164;Y;15345
106165;N;0
106166;Y;18555,5
106167;Y;36888
106168;Y;35496
106169;Y;3538
106170;N;0
106171;N;0
106172;Y;10092
106173;N;0
106174;Y;18981
106175;Y;27360
106176;Y;17356,5
106177;Y;31972,5
106178;N;0
106179;N;0
106180;Y;7770
106181;N;0
106182;Y;12528
106183;Y;17926,5
106184;Y;13708,5
106185;Y;17640
106186;Y;16747,5
106187;N;0
106188;Y;27900
106189;N;0
106190;Y;6438
106191;Y;52083
106192;Y;2442
106193;Y;22680
106194;Y;22620
106195;N;0
106196;Y;12825
106197;Y;29406
106198;Y;7308
106199;Y;6882
106200;Y;31972,5
106201;Y;29232
106202;Y;15225
106203;Y;44631
106204;Y;20035,5
106205;Y;49329
106206;Y;8613
106207;Y;19314
106208;Y;4950
106209;Y;37714,5
106210;N;0
106211;Y;31059
106212;Y;38454
106213;Y;10440
106214;Y;10935
106215;Y;7308
106216;Y;12006,5
106217;Y;5994
106218;N;0
106219;Y;22315,5
106220;Y;6525
106221;N;0
106222;Y;14094
106223;Y;14094
106224;Y;5130
106225;Y;32625
106226;N;0
106227;N;0
106228;Y;4625
106229;Y;39933
106230;Y;27144
106231;Y;5272,5
106232;Y;15225
106233;Y;17400
106234;Y;14964
106235;Y;8700
106236;Y;14430
106237;Y;43152
106238;Y;4514
106239;Y;20213
106240;Y;39193,5
106241;Y;2565
106242;N;0
106243;N;0
106244;Y;16983
106245;N;0
106246;Y;15660
106247;Y;46284
106248;Y;11784,5
106249;Y;2941,5
106250;Y;35496
106251;Y;17052
106252;Y;8991
106253;N;0
106254;Y;7875
106255;Y;16668,5
106256;Y;30534
106257;Y;9396
106258;Y;11962,5
106259;Y;11962,5
106260;Y;3510
106261;N;0
106262;Y;18096
106263;Y;5872,5
106264;Y;9450
106265;Y;6105
106266;N;0
106267;Y;13572
106268;Y;6288
106269;N;0
106270;Y;36540
106271;Y;19575
106272;Y;17550
106273;Y;5400
106274;Y;30450
106275;N;0
106276;Y;18096
106277;Y;29841
106278;Y;6549
106279;Y;5994
106280;Y;10730
106281;Y;32346
106282;N;0
106283;N;0
106284;Y;8102,5
106285;Y;39150
106286;Y;34713
106287;Y;8190
106288;Y;10867,5
106289;Y;16087,5
106290;Y;3391,5
106291;Y;6655,5
106292;Y;17748
106293;Y;11962,5
106294;Y;4440
106295;Y;25578
106296;Y;50416,5
106297;Y;13117,5
106298;Y;7699,5
106299;Y;25230
106300;Y;8547
106301;N;0
106302;Y;15984
106303;Y;13320
106304;Y;8662,5
106305;Y;39193,5
106306;N;0
106307;N;0
106308;Y;16537,5
106309;N;0
106310;Y;3385,5
106311;Y;13275
106312;Y;2997
106313;Y;6105
106314;N;0
106315;N;0
106316;Y;9490,5
106317;N;0
106318;Y;10785,5
106319;Y;11192,5
106320;Y;15529,5
106321;Y;21924
106322;Y;21141
106323;Y;27612
106324;Y;8491,5
106325;Y;48763,5
106326;Y;21441,5
106327;Y;12413,5
106328;Y;13833
106329;Y;4514
106330;N;0
106331;Y;34924,5
106332;Y;35931
106333;Y;34495,5
106334;Y;33930
106335;Y;9990
106336;Y;14616
106337;Y;19507,5
106338;N;0
106339;Y;8221,5
106340;Y;12712,5
106341;Y;2740,5
106342;Y;4162,5
106343;Y;7381,5
106344;Y;12654
106345;Y;4736
106346;Y;39672
106347;Y;3015
106348;Y;19140
106349;Y;41325
106350;Y;29971,5
106351;Y;14602,5
106352;Y;7155
106353;Y;18792
106354;Y;45457,5
106355;Y;20358
106356;Y;31798,5
106357;N;0
106358;Y;35887,5
106359;Y;24273
106360;Y;35887,5
106361;Y;16372,5
106362;N;0
106363;N;0
106364;Y;2257
106365;N;0
106366;Y;16354
106367;Y;8613
106368;Y;13572
106369;Y;49140
106370;N;0
106371;N;0
106372;Y;13727
106373;N;0
106374;Y;18792
106375;Y;7308
106376;Y;13949
106377;Y;24360
106378;N;0
106379;N;0
106380;Y;14670,5
106381;Y;40716
106382;Y;6660
106383;Y;21402
106384;Y;18981
106385;Y;12432
106386;N;0
106387;N;0
106388;Y;8880
106389;N;0
106390;Y;4625
106391;Y;3385,5
106392;Y;17316
106393;Y;3330
106394;Y;15834
106395;N;0
106396;Y;3108
106397;N;0
106398;Y;21924
106399;Y;7252
106400;Y;5838
106401;Y;20358
106402;N;0
106403;N;0
106404;Y;16058
106405;N;0
106406;Y;3108
106407;Y;18870
106408;Y;2745
106409;Y;31668
106410;N;0
106411;N;0
106412;Y;15834
106413;N;0
106414;Y;3541,5
106415;Y;9918
106416;Y;14046
106417;Y;3052,5
106418;N;0
106419;Y;38976
106420;Y;7438,5
106421;N;0
106422;Y;26317,5
106423;Y;44631
106424;Y;23881,5
106425;Y;6412,5
106426;N;0
106427;N;0
106428;Y;47937
106429;N;0
106430;Y;32799
106431;Y;37714,5
106432;Y;11100
106433;Y;10360
106434;N;0
106435;N;0
106436;Y;12615
106437;N;0
106438;Y;28623
106439;Y;6394,5
106440;Y;7933,5
106441;Y;5272,5
106442;Y;11745
106443;N;0
106444;Y;3108
106445;N;0
106446;Y;9720
106447;Y;38976
106448;Y;21060
106449;Y;4440
106450;N;0
106451;N;0
106452;Y;18562,5
106453;Y;45549
106454;Y;12432
106455;Y;6216
106456;Y;9450
106457;Y;16747,5
106458;Y;14616
106459;N;0
106460;Y;11063
106461;N;0
106462;Y;31668
106463;Y;16443
106464;Y;18648
106465;Y;11542,5
106466;N;0
106467;Y;30624
106468;Y;14430
106469;Y;40672,5
106470;Y;19332,5
106471;Y;13162,5
106472;Y;17550
106473;Y;15096
106474;Y;2610
106475;N;0
106476;Y;14580
106477;N;0
106478;Y;9570
106479;Y;4785
106480;Y;15540
106481;Y;31668
106482;Y;15660
106483;N;0
106484;Y;16576
106485;N;0
106486;Y;24795
106487;Y;2146
106488;Y;13098
106489;Y;3848
106490;Y;11745
106491;Y;16402,5
106492;Y;1850
106493;N;0
106494;Y;12870
106495;Y;28840,5
106496;Y;47277
106497;Y;16576
106498;N;0
106499;N;0
106500;Y;16740
106501;N;0
106502;Y;40455
106503;Y;7381,5
106504;Y;16646
106505;Y;17223,5
106506;N;0
106507;N;0
106508;Y;9292,5
106509;Y;13050
106510;Y;6394,5
106511;Y;38280
106512;Y;19332,5
106513;Y;6615
106514;Y;10092
106515;N;0
106516;Y;9102
106517;Y;23055
106518;Y;13098
106519;Y;3645
106520;Y;13860
106521;Y;4698
106522;Y;24360
106523;N;0
106524;Y;9990
106525;N;0
106526;Y;16576
106527;Y;10175
106528;Y;11745
106529;Y;21576
106530;Y;23490
106531;N;0
106532;Y;14310
106533;Y;14877
106534;Y;7659
106535;Y;16138,5
106536;Y;6993
106537;Y;32040
106538;Y;27934,5
106539;N;0
106540;Y;12210
106541;Y;2392,5
106542;Y;3774
106543;Y;21441,5
106544;Y;20035,5
106545;Y;18629,5
106546;Y;46284
106547;Y;42282
106548;Y;9324
106549;Y;6655,5
106550;Y;21870
106551;Y;36192
106552;Y;43804,5
106553;Y;15392
106554;N;0
106555;N;0
106556;Y;3828
106557;Y;7960,5
106558;Y;21802,5
106559;Y;20035,5
106560;Y;13986
106561;Y;3577,5
106562;Y;2218,5
106563;Y;4437
106564;Y;17316
106565;Y;40672,5
106566;Y;16380
106567;Y;49590
106568;Y;12600
106569;Y;43804,5
106570;Y;17748
106571;N;0
106572;Y;5642,5
106573;N;0
106574;Y;5772
106575;Y;11745
106576;Y;3645
106577;Y;8436
106578;Y;34582,5
106579;Y;36975
106580;Y;3780
106581;N;0
106582;Y;13468
106583;Y;29232
106584;Y;7177,5
106585;Y;15225
106586;Y;27709,5
106587;Y;10875
106588;Y;8526
106589;Y;26100
106590;Y;21960
106591;Y;37192,5
106592;Y;12654
106593;Y;26077,5
106594;Y;21315
106595;Y;6786
106596;Y;37584
106597;N;0
106598;Y;11100
106599;Y;27666
106600;Y;10440
106601;Y;6660
106602;N;0
106603;N;0
106604;Y;2941,5
106605;N;0
106606;Y;3385,5
106607;Y;14920,5
106608;Y;10935
106609;Y;3510
106610;N;0
106611;N;0
106612;Y;2183
106613;Y;41325
106614;Y;14763
106615;Y;9292,5
106616;Y;37584
106617;Y;18315
106618;N;0
106619;N;0
106620;Y;7699,5
106621;N;0
106622;Y;2257
106623;Y;7992
106624;Y;10005
106625;Y;3052,5
106626;N;0
106627;N;0
106628;Y;21141
106629;Y;4002
106630;Y;29971,5
106631;Y;21924
106632;Y;10545
106633;Y;13230
106634;N;0
106635;Y;37584
106636;Y;7965
106637;Y;15399
106638;Y;16380
106639;Y;15540
106640;Y;7438,5
106641;Y;26622
106642;N;0
106643;N;0
106644;Y;34582,5
106645;Y;25056
106646;Y;19183,5
106647;Y;7177,5
106648;Y;20055
106649;Y;8032,5
106650;N;0
106651;Y;26578,5
106652;Y;34104
106653;N;0
106654;Y;24480
106655;Y;13612,5
106656;Y;19525
106657;Y;19530
106658;Y;25839
106659;N;0
106660;Y;20250
106661;Y;28275
106662;Y;18270
106663;Y;7640,5
106664;Y;2775
106665;Y;9768
106666;N;0
106667;N;0
106668;Y;3108
106669;N;0
106670;Y;7425
106671;Y;17257,5
106672;Y;5220
106673;Y;18562,5
106674;Y;29754
106675;Y;41412
106676;Y;15390
106677;Y;33364,5
106678;Y;38497,5
106679;Y;5365
106680;Y;15932
106681;Y;7252
106682;Y;36787,5
106683;N;0
106684;Y;9157,5
106685;N;0
106686;Y;16872
106687;Y;29406
106688;Y;41325
106689;Y;7548
106690;Y;44544
106691;N;0
106692;Y;17926,5
106693;N;0
106694;Y;8876
106695;Y;46197
106696;Y;10989
106697;Y;23098,5
106698;N;0
106699;N;0
106700;Y;19080
106701;N;0
106702;Y;4524
106703;Y;6216
106704;Y;9352,5
106705;Y;16650
106706;N;0
106707;N;0
106708;Y;10378,5
106709;N;0
106710;Y;33930
106711;Y;7905
106712;Y;29754
106713;Y;46284
106714;N;0
106715;N;0
106716;Y;12025
106717;N;0
106718;Y;16443
106719;Y;19684
106720;Y;9028
106721;Y;11766
106722;N;0
106723;Y;11745
106724;Y;22315,5
106725;N;0
106726;Y;15817,5
106727;Y;7252
106728;Y;6525
106729;Y;35931
106730;N;0
106731;N;0
106732;Y;15529,5
106733;Y;41412
106734;Y;35887,5
106735;Y;18720
106736;Y;29406
106737;Y;7104
106738;N;0
106739;Y;36235,5
106740;Y;13024
106741;N;0
106742;Y;19575
106743;Y;11412
106744;Y;17052
106745;Y;27144
106746;N;0
106747;N;0
106748;Y;20880
106749;N;0
106750;Y;12375
106751;Y;2183
106752;Y;2719,5
106753;Y;18562,5
106754;Y;14094
106755;N;0
106756;Y;12789
106757;N;0
106758;Y;17640
106759;Y;14355
106760;Y;2331
106761;Y;15281
106762;Y;2131,5
106763;Y;31102,5
106764;Y;10582
106765;N;0
106766;Y;21037,5
106767;Y;4773
106768;Y;40498,5
106769;Y;6930
106770;Y;10875
106771;Y;4350
106772;Y;3478
106773;N;0
106774;Y;3385,5
106775;Y;7122,5
106776;Y;20313
106777;Y;16965
106778;Y;29841
106779;Y;7047
106780;Y;14355
106781;N;0
106782;Y;18270
106783;Y;2146
106784;Y;15540
106785;Y;4514
106786;N;0
106787;N;0
106788;Y;3163,5
106789;Y;24012
106790;Y;20532
106791;Y;3828
106792;Y;21645
106793;Y;29971,5
106794;Y;2523
106795;N;0
106796;Y;18360
106797;Y;36018
106798;Y;4263
106799;Y;21228
106800;Y;6300
106801;Y;10800
106802;N;0
106803;N;0
106804;Y;12987
106805;N;0
106806;Y;3219
106807;Y;8436
106808;Y;17760
106809;Y;43848
106810;Y;47937
106811;N;0
106812;Y;12210
106813;Y;37192,5
106814;Y;9990
106815;Y;14430
106816;Y;10125
106817;Y;7177,5
106818;Y;20184
106819;Y;20749,5
106820;Y;36888
106821;N;0
106822;Y;15525
106823;Y;28275
106824;Y;2610
106825;Y;13986
106826;N;0
106827;N;0
106828;Y;12397,5
106829;Y;17052
106830;Y;31320
106831;Y;16039,5
106832;Y;2565
106833;Y;15435
106834;Y;2953,5
106835;Y;25665
106836;Y;1924
106837;N;0
106838;Y;21141
106839;Y;14355
106840;Y;13320
106841;Y;3552
106842;Y;14355
106843;Y;46221
106844;Y;9396
106845;N;0
106846;Y;14625
106847;Y;6604,5
106848;Y;25839
106849;Y;16747,5
106850;Y;15529,5
106851;Y;1575
106852;Y;34222,5
106853;N;0
106854;Y;13747,5
106855;Y;5087,5
106856;Y;22968
106857;Y;5217
106858;N;0
106859;N;0
106860;Y;15390
106861;Y;4872
106862;Y;16470
106863;Y;13651
106864;Y;14107,5
106865;Y;30276
106866;Y;11745
106867;Y;12180
106868;Y;15834
106869;Y;11092,5
106870;Y;20655
106871;Y;11962,5
106872;Y;9157,5
106873;Y;34017
106874;Y;27753
106875;Y;17356,5
106876;Y;28927,5
106877;Y;2523
106878;Y;4144
106879;Y;29362,5
106880;Y;3915
106881;Y;22567,5
106882;N;0
106883;N;0
106884;Y;17257,5
106885;Y;48384
106886;Y;4366
